"kapitola";"věta";"rozsudek";"komentář"
"XI";"„No, co já vím, tak dochází k psychologovi. To kvůli jejímu partnerovi.“";"PONECHAT";"Funkční, potvrzuje existenci ""psychologa"" (Garniera) i z vnějšího, objektivního pohledu."
"XI";"„Žijí spolu?“";"PONECHAT";"Funkční."
"XI";"„Ne.“";"PONECHAT";"Krátké, funkční."
"XI";"„Máte na něj kontakt?“";"PONECHAT";"Funkční."
"XI";"„Ne… on nežije.“";"PONECHAT";"KLÍČOVÝ zvrat - z vnějšího, objektivního pohledu svědkyně potvrzuje, že Tomáš je skutečně mrtvý. Zásadní pro definitivní vyjasnění reality knihy, nesahat."
"XI";"Švarc odložil tužku, opřel se do židle a upřeně se na paní Petrželkovou podíval.";"PONECHAT";"Funkční, gesto překvapení/zájmu."
"XI";"„Prosím?“";"PONECHAT";"Krátké, funkční."
"XI";"„Zemřel. Před rokem, při autonehodě. Hrozná tragédie.“";"PONECHAT";"KLÍČOVÁ věta - definitivně, z nezávislého vnějšího zdroje potvrzuje, že Tomáš skutečně zemřel při autonehodě před rokem. Rozhoduje mezi konkurenčními verzemi příběhu z kap. IX (kde Klára ve snu tvrdila, že přežil) - potvrzuje, že to byla lež/sebeklam, a Tomáš je opravdu mrtev. Nejdůležitější objektivní fakt v celé knize, nesahat ani slovo."
"XI";"Petrželková se na chvíli odmlčela a ukazováčkem si posunula brýle ke kořenu nosu.";"PONECHAT";"Konkrétní gesto, dobrý rytmus před dalším odhalením."
"XI";"„Myslím, že to zvládá, ale… Nechci, abyste si myslel, že jsem blázen. Nejsem žádná vědma ani nejsem pověrčivá, ale člověk nikdy neví, co je mezi nebem a zemí.“";"PONECHAT";"Funkční, zavádí následující znepokojivé odhalení o Klářině chování."
"XI";"O čem to zase mele? pomyslel si Švarc.";"PONECHAT";"Funkční, ukazuje jeho netrpělivost."
"XI";"Jestli neměl Kalousek pravdu.";"PONECHAT";"Krátké, sebekritická myšlenka - odkaz na scénu z úvodu kapitoly o jeho způsobilosti."
"XI";"Jsem na to už starý a unavený.";"PONECHAT";"Silná, tichá věta o vyčerpání."
"XI";"Měl jsem se rovnou zeptat na adresu a tu bábu poslat domů.";"PONECHAT";"Funkční, sebekritická myšlenka."
"XI";"Jenže také věděl, že v tomhle případě už nemá cenu spěchat.";"PONECHAT";"Klíčová, tichá věta - jeho zkušenost mu už napovídá, že je pozdě, silné foreshadowing."
"XI";"Za třicet let u policie zažil tohle tolikrát, že přesně tušil, co ho po příjezdu na místo čeká.";"PONECHAT";"Funkční, potvrzuje jeho pochmurnou předtuchu."
"XI";"„On tam s ní stále žije,“ pronesla najednou Petrželková.";"PONECHAT";"Šokující, klíčová věta - odhaluje, že Klářino chování bylo pozorováno i zvenčí (kolegyní), potvrzuje, že nešlo jen o čtenářský dojem, ale o objektivně pozorovatelné bludy."
"XI";"„Prosím?“";"PONECHAT";"Krátké, funkční."
"XI";"„Já si myslím, že ve skutečnosti neodešel. Že tam s ní žije dál, jako duch nebo anděl,“ vysvětlila.";"PONECHAT";"KLÍČOVÁ věta - definitivně, z vnějšího zdroje potvrzuje, že celá ""ghost Tomáš"" linka byla Klářin sdílený, pozorovatelný blud, ne objektivní realita ani jen čtenářská konvence. Zásadní pro interpretaci celé knihy, nesahat."
"XI";"„A na to jste přišla jak?“";"PONECHAT";"Funkční."
"XI";"„Sama to říkala. Že tam s ní je. Mluvila o tom, že se jí zjevuje v zrcadle, že mu normálně vaří. Myslí si, že tu nehodu přežil a je teď jen nemocný.“";"PONECHAT";"Funkční shrnutí - potvrzuje, že Klára svým kolegům otevřeně mluvila o svém bludu, dobrá tragická charakterizace jejího zoufalství a osamělosti (nikdo jí nepomohl dřív)."
"XI";"„Já teď asi vůbec nechápu,“ přerušil ji Švarc.";"PONECHAT";"Funkční, ukazuje jeho zmatení."
"XI";"„No, říkám, že se tu může dít něco, čemu nerozumíme. Jednou třeba měla incident se sousedovic jezevčíkem. Prý ten její Tomáš, ten duch, toho jezevčíka roztrhal a pak se ztratila jeho hlava. To by si přece Klára jen tak nevymyslela.“";"PONECHAT";"Definitivně potvrzuje jezevčíkovu vraždu jako skutečnou, veřejně známou událost - a naivní důvěru kolegyně v Klářinu nadpřirozenou verzi příběhu (""to by si nevymyslela"") jako tragickou ironii, čtenář už z kap. IX ví, že si to vymyslela/udělala sama."
"XI";"„Martine!“ zařval Švarc směrem ke dveřím.";"PONECHAT";"Klíčové - první výkřik jména ""Martine"", zavádí gradující napětí kolem tohoto jména napříč zbytkem kapitoly."
"XI";"„Ano, šéfe?“ ozvalo se z chodby.";"PONECHAT";"Funkční."
"XI";"„Klíče od auta. Okamžitě vyrážíme.“";"PONECHAT";"Funkční, zavádí finální akt kapitoly."
"XI";"…";"PONECHAT";"Typografický scénický předěl."
"XI";"„Jedeme správně?“ zeptal se Martin.";"PONECHAT";"Funkční."
"XI";"„Na to se vykašli, prostě se drž hasičů,“ odsekl Jakub.";"PONECHAT";"Funkční, drsný, praktický tón."
"XI";"„A ještě tu nejsme. Trochu to tady znám, myslím, že je to o pár ulic vedle.“";"PONECHAT";"Funkční."
"XI";"Martin na křižovatce zahnul doleva, přesně jako řidič hasičského vozidla před ním.";"PONECHAT";"Funkční, konkrétní."
"XI";"„Až tam budem, tak neparkuj hned u vchodu, ať případně neblokujeme přístupovou cestu pro nosítka.“";"PONECHAT";"Funkční, profesionální detail - mrazivě předjímá, že nosítka budou skutečně potřeba."
"XI";"„Já vím, vím.“";"PONECHAT";"Krátké, funkční."
"XI";"„A nedržkuj pořád.“";"PONECHAT";"Krátké, drsné, charakterizuje Jakubovu podrážděnost/mentorský styl."
"XI";"Sotva to dořekl, uvědomil si, že to přehnal.";"PONECHAT";"Funkční, sebereflexe."
"XI";"Byl ale příliš unavený na to, aby filtroval, co říká a co si jen myslí.";"PONECHAT";"Funkční, dobrá charakterizace jeho vyčerpání."
"XI";"Na druhou stranu, byl už v pozici, kdy si mohl dovolit říkat, co chtěl.";"PONECHAT";"Funkční, ukazuje jeho seniorní status/rezignaci."
"XI";"Hasičské auto zaparkovalo na trávníku; Martin zastavil vedle něj na chodníku.";"PONECHAT";"Funkční, konkrétní."
"XI";"Během necelé minuty dorazila i očekávaná záchranná služba.";"PONECHAT";"Funkční, buduje napětí gradací příjezdů složek."
"XI";"Martin přistoupil ke dveřím tak blízko, že se jich málem dotkl nosem, pak si levou nohou odměřil jeden krok dozadu.";"PONECHAT";"Konkrétní, komické gesto mladické horlivosti."
"XI";"Švarc tušil, co přijde, ale už ho nestihl zastavit.";"PONECHAT";"Funkční, buduje napětí."
"XI";"Martin se napřáhl a vší silou kopl do oblasti zámku.";"PONECHAT";"Funkční, akce."
"XI";"Noha mu ale po hladkém kovu sjela a on sám málem ztratil rovnováhu.";"PONECHAT";"Komické selhání - dobrá úleva napětí před vážnou scénou uvnitř."
"XI";"„Au! Kurva! Do píči!“";"PONECHAT";"Vulgární, komická reakce, funguje jako odlehčení."
"XI";"„Co tady, proboha, předvádíš?!“ okřikl ho Švarc.";"PONECHAT";"Funkční."
"XI";"„Co asi?!“";"PONECHAT";"Krátké, funkční."
"XI";"„Uhni, jen překážíš hasičům. Tak uhni!“";"PONECHAT";"Funkční."
"XI";"Martin odstoupil od dveří a málem vrazil do dvou mužů v kombinézách s hydraulickými nůžkami.";"PONECHAT";"Funkční, komická choreografie chaosu."
"XI";"„Jsou to bezpečnostní dveře, ty nevykopneš, ani kdyby ses rozkrájel,“ pokračoval Jakub.";"PONECHAT";"Funkční, pokračuje mentorský tón."
"XI";"„Takhle blbě bys nevykopl ani stoletý zrezivělý zámek. I běžný zámek je z pořádného kusu tvrzeného kovu. Když už chceš vyrazit dveře, musíš mířit na futra, na rám. Tam je dřevo, které můžeš při dostatečné síle prorazit.“";"PONECHAT";"Funkční, technický výklad zde funguje jako charakterizace zkušeného mentora, ne jako zbytečná vata - kontextově odlišné od problematických klinických pasáží jinde."
"XI";"Hasiči mezitím dveře s pomocí hydrauliky otevřeli.";"PONECHAT";"Funkční, akce pokračuje."
"XI";"„Jdeme první,“ zavelel Švarc.";"PONECHAT";"Funkční."
"XI";"„Paní Vondrušková, policie! Jste v pořádku?“";"PONECHAT";"Funkční, standardní policejní protokol."
"XI";"Nikdo se neozval.";"PONECHAT";"Krátká, mrazivá věta ticha."
"XI";"„Martine, buď opatrný. Ta ženská je zjevně šílená.“";"PONECHAT";"Trpce ironické - Jakub varuje před ""šílenou ženou"", nevěda, že najdou jen její tělo, silná dramatická ironie."
"XI";"„Dobře.“";"PONECHAT";"Krátké, funkční."
"XI";"„Běž doprava, já vezmu kuchyň.“";"PONECHAT";"Funkční, rozdělují prostor."
"XI";"V kuchyni nic nebylo, a tak Jakub Švarc přešel do obývacího pokoje.";"PONECHAT";"Funkční, přechod."
"XI";"Místnosti dominovala televize, gauč a vitrína s cetkami.";"PONECHAT";"Odkaz na popis obýváku z kap. VI - konzistentní prostor."
"XI";"Pokoj však působil zvláštně, poloprázdně.";"PONECHAT";"Funkční, buduje zlověstnou atmosféru."
"XI";"Bylo v něm sice dost porcelánu a sošek, ale chyběly jakékoliv fotografie nebo osobnější předměty.";"PONECHAT";"Znepokojivý detail - absence osobních věcí, možná naznačuje, že je odstranila/schovala před smrtí, dobrý, tichý detail."
"XI";"Jeho pozornost upoutaly další police.";"PONECHAT";"Funkční přechod."
"XI";"Ležel na nich prach, ve kterém byly zřetelné čisté obrysy – negativní stopy po předmětech, které odtud někdo nedávno odnesl.";"PONECHAT";"Silný, detektivně přesný detail - naznačuje přípravu/rozloučení před smrtí, funguje jako tichá stopa."
"XI";"„Tady čistý, jdu nahoru,“ ozval se Martin z chodby.";"PONECHAT";"Funkční, koordinace prohlídky."
"XI";"„Dobře, běž. Já se podívám ještě tady dole.“";"PONECHAT";"Funkční."
"XI";"Švarcův pohled padl na jednu zvláštní hračku; už ji někde viděl.";"PONECHAT";"Funkční, zavádí symbol rázostroje z vnějšího, cizího pohledu poprvé."
"XI";"Rázostroj, pomyslel si.";"PONECHAT";"Krátké, funkční, potvrzuje rozpoznání."
"XI";"Dřevěný podstavec, dva ocelové rámy a mezi nimi pět kuliček zavěšených na tenkých strunách.";"PONECHAT";"Návrat technického popisu houpačky - tentokrát z pohledu cizího pozorovatele (policisty), dobrá stavební linka symbolu napříč celou knihou."
"XI";"Pohybují se v monotónním, předem daném rytmu, dokud jim nedojde energie.";"PONECHAT";"Funkční, filozofická meditace nad symbolem."
"XI";"Nemohou se urvat z rámu ani si zvolit nehybnost.";"PONECHAT";"Silná metafora osudové determinace - rezonuje s celým příběhem Kláry a Tomáše, nemohli uniknout své dráze."
"XI";"Dokonce i ten pohyb, jediná činnost, pro kterou byly stvořeny, nevychází z nich samých.";"PONECHAT";"Klíčová filozofická věta o nedostatku svobodné vůle, nesahat."
"XI";"Čekají, dokud vnější síla nerozhodne jinak a neudělí jim prvotní impulz.";"PONECHAT";"TITULNÍ věta knihy - ""impulz"" jako vnější, ne vlastní síla, definitivně uzavírá symbolický význam houpačky jako metafory celého příběhu (oba hrdinové čekali na impulz zvenčí, který nikdy nepřišel jako záchrana, jen jako zkáza). Nejdůležitější symbolická věta celé knihy, nesahat ani slovo."
"XI";"„Šéfe! Našel jsem ji! Honem!“";"PONECHAT";"Funkční, vrchol napětí."
"XI";"Kam bys spěchal, chlapče? pomyslel si Švarc.";"PONECHAT";"Mrazivě smutná, zkušená myšlenka - už ví, že spěchat nemá smysl, silné a tiché."
"XI";"Hnilobný zápach zaznamenali už před dveřmi ložnice.";"PONECHAT";"Funkční, smyslový detail potvrzující nejhorší."
"XI";"Scéna uvnitř vypadala, jako když malíř spadne ze štaflí a převrhne kýbl s červenou barvou.";"PONECHAT";"Silné, distancované přirovnání - použití obrazu malby místo přímého popisu krve je účinný, méně explicitní způsob vyjádření hrůzy, funguje."
"XI";"Tak nějak vypadá místo činu po tepenném krvácení.";"PONECHAT";"Funkční, profesně věcný komentář."
"XI";"Zasažena byla hlavně postel; zjevně se podřezala v ní.";"PONECHAT";"Funkční, potvrzuje způsob smrti."
"XI";"Klára Vondrušková měla hlubokou podélnou rýhu na levém zápěstí – věděla, co dělá.";"PONECHAT";"KLÍČOVÁ věta - ""podélnou"" definitivně potvrzuje naplnění proroctví z kap. III (""kdyby se chtěla zabít, musela by se říznout podélně""). Uzavírá tuhle stavební linku s naprostou přesností, nesahat ani slovo."
"XI";"Pitva později ukázala, že k úmrtí došlo ve středu v noci.";"PONECHAT";"Funkční, definitivní časová kotva."
"XI";"I kdyby Petrželová zavolala policii hned ve čtvrtek ráno, už by bylo pozdě.";"PONECHAT";"Silná, drtivá věta - potvrzuje, že žádná rychlejší reakce by ji nezachránila, tragická nevyhnutelnost, nesahat."
"XI";"„Martine, jsi nějakej zelenej. Škoda, že není v pokročilejším stádiu rozkladu, mohli bychom ji odtáhnout do kuchyně a udělat ti z ní čaj,“ řekl Švarc bez známky pohnutí.";"PONECHAT";"Šokující, opakuje přesně stejný černý humor jako kolega u prvního mrtvého těla v jeho devatenácti letech (odst. 50) - definitivně uzavírá kruh jeho profesní otupělosti, nesahat."
"XI";"Martin se na chodbě pozvracel.";"PONECHAT";"Funkční, kontrastní reakce nováčka."
"XI";"Jakub mu podal kapesník a pak ho vybídl, aby s ním šel prohledat zbytek domu.";"PONECHAT";"Funkční, laskavé gesto přes drsnou fasádu."
"XI";"To, co našli ve sklepě, však zvedlo žaludek i jemu.";"PONECHAT";"Silná věta - i tak otrlý veterán je nakonec zasažen, gradace hrůzy."
"XI";"Do sklepa vedlo jednoduché schodiště stlučené z hrubých dřevěných prken.";"PONECHAT";"Funkční, konkrétní."
"XI";"Přesto bylo bytelné a policisté po něm bez obav sestoupili.";"PONECHAT";"Funkční."
"XI";"První, čeho si Jakub všiml, byl zdroj zápachu: miska se zbytky nespecifikovatelného psího pokrmu, plná masařek tučných jako čmeláci.";"PONECHAT";"Konkrétní, hororový detail - potvrzuje existenci ""psí misky"" z vnějšího, objektivního pohledu, uzavírá zvířecí motiv definitivně."
"XI";"Pokrmem se živily už i jejich larvy – drobní červíci připomínající bílé, hladové nitě.";"PONECHAT";"Silný, znepokojivý obraz rozkladu - odkaz na motiv ""červů"" ze snídaně v kap. VI, mrazivá stavební linka."
"XI";"Sklep byl špatně osvětlený, ale i tak si okamžitě všimli podlahy z udusané hlíny a nepřehlédli obdélníkovou jámu, připomínající otevřený hrob.";"PONECHAT";"Potvrzuje existenci hrobů z vnějšího pohledu - definitivní realita, ne jen bludná fantazie."
"XI";"Vedle ní však bylo něco možná ještě děsivějšího – hrob již zasypaný.";"PONECHAT";"MIMOŘÁDNĚ silné, otevřené zakončení kapitoly - zasypaný hrob ponechává čtenáři nejděsivější možnou otázku (co nebo kdo je v něm?) bez odpovědi. Nejlepší možný cliffhanger na konci předposlední kapitoly, nesahat ani slovo."
"XII";"Bože já se pobliju, pomyslela si Klára.";"OVĚŘIT";"V souboru je mezi ""Bože"" a ""já"" dvojitá mezera - drobný formátovací detail k opravě. Věta samotná je silná, funguje."
"XII";"Hlava se jí točila tak silně, až měla pocit, že se s ní převrací celá postel a prudce dopadá na podlahu.";"PONECHAT";"Silný, tělesně přesný popis závratě, dobré napětí."
"XII";"Byla unavená a pokusila se usnout pomocí jakési amatérské meditace.";"PONECHAT";"Funkční, ""amatérské"" dobře ukazuje improvizovanost jejího zvládání."
"XII";"Nešlo to.";"PONECHAT";"Krátké, úsporné."
"XII";"Tělo spánek odmítalo.";"PONECHAT";"Krátká, silná věta - tělo jako samostatný aktér odporu."
"XII";"Místo slastného upadnutí do bezvědomí se bolest neustále stupňovala.";"PONECHAT";"Funkční, dobrý kontrast toužené a skutečné zkušenosti."
"XII";"K nevolnosti se přidala křeč břišních svalů, k točení hlavy zase migréna, která přehlušila všechno ostatní.";"PONECHAT";"Konkrétní, gradující výčet tělesných příznaků, funguje."
"XII";"„Probouzí se,“ zaslechla Klára.";"PONECHAT";"Funkční, zavádí scénu v nemocnici/klášteře."
"XII";"„Už asi hodinu. Nechte ji zatím být, je úplně zřízená. Četli jste anamnézu?“";"PONECHAT";"Funkční, klinický jazyk zde odpovídá kontextu (lékařský rozhovor o pacientce), nepůsobí jako vata."
"XII";"Klára zachytila hlasy a s údivem si uvědomila, že před chvílí opravdu na okamžik usnula.";"PONECHAT";"Funkční."
"XII";"Teď však byla opět vzhůru — a jako každé ráno si vzpomněla na Tomáše.";"PONECHAT";"Funkční, zavádí retrospektivu."
"XII";"Už je to přes rok.";"PONECHAT";"Krátká, silná časová kotva - konzistentní s ""367 dny"" z kap. I a ""před rokem"" napříč knihou."
